1,1,1,-77.87950632,0,0,0,0,10,4
1,1,2,-67.99475064,0,0,0,0,10,4
1,1,3,-55.90743134,0,0,0,0,10,7
1,1,4,-43.42439146,0,0,0,0,10,7
1,1,5,-30.96538895,0,0,0,0,10,7
1,1,6,-18.73989162,0,0,0,0,10,7
1,1,7,-6.938905729,0,0,0,0,10,7
1,1,8,4.346728596,297.9720196,30.87713163,1,8,8,5
1,1,9,14.3867392,657.0356133,57.8614883,91,47,4,3
1,1,10,23.01371159,798.9929851,72.81305644,824,29,1,1
1,1,11,29.4984172,865.7781071,81.42231613,901,53,1,1
1,1,12,33.07657431,894.0620567,85.47876179,938,72,1,0
1,1,13,33.18624016,894.8539182,85.59634206,958,79,4,1
1,1,14,29.80815654,868.4288875,81.79109235,708,170,8,2
1,1,15,23.47939645,804.6344382,73.49379324,156,261,9,6
1,1,16,14.96187838,669.4295181,59.02529022,12,179,10,8
1,1,17,4.984179229,332.5284189,33.11746404,24,70,10,8
1,1,18,-6.23678372,0,0,7,7,5,4
1,1,19,-18.00490471,0,0,0,0,6,2
1,1,20,-30.20980409,0,0,0,0,7,3
1,1,21,-42.65846723,0,0,0,0,9,3
1,1,22,-55.14405067,0,0,0,0,3,0
1,1,23,-67.26806846,0,0,0,0,3,0
1,1,24,-77.39275946,0,0,0,0,5,1
1,2,1,-77.86043157,0,0,0,0,3,1
1,2,2,-68.04013104,0,0,0,0,3,1
1,2,3,-55.96801386,0,0,0,0,2,0
1,2,4,-43.48728145,0,0,0,0,0,0
1,2,5,-31.025272,0,0,0,0,0,0
1,2,6,-18.79330291,0,0,0,0,4,1
1,2,7,-6.982640469,0,0,0,0,5,2
1,2,8,4.317068159,296.3191743,30.77091643,53,8,6,1
1,2,9,14.3741627,656.7676641,57.8365334,551,36,4,0
1,2,10,23.0242047,799.1331556,72.82954785,659,54,6,0
1,2,11,29.53730395,866.1254814,81.46996375,618,120,7,0
1,2,12,33.14662575,894.5810513,85.55512765,873,97,6,0
1,2,13,33.28482802,895.5750038,85.70293526,689,188,9,1
1,2,14,29.92758114,869.4522845,81.93351219,388,274,9,1
1,2,15,23.61084996,806.2107572,73.68506972,596,202,7,1
1,2,16,15.09856111,672.3043872,59.29848703,186,160,10,1
1,2,17,5.120072712,339.6367769,33.58304103,21,89,10,1
1,2,18,-6.098565882,0,0,3,6,8,0
1,2,19,-17.8679587,0,0,0,0,6,0
1,2,20,-30.07417961,0,0,0,0,4,1
1,2,21,-42.52357218,0,0,0,0,4,0
1,2,22,-55.00848378,0,0,0,0,6,0
1,2,23,-67.12953154,0,0,0,0,5,0
1,2,24,-77.25967793,0,0,0,0,6,2
1,3,1,-77.83272209,0,0,0,0,5,2
1,3,2,-68.07971429,0,0,0,0,5,2
1,3,3,-56.02388365,0,0,0,0,3,1
1,3,4,-43.54573935,0,0,0,0,0,0
1,3,5,-31.08066516,0,0,0,0,3,1
1,3,6,-18.8419796,0,0,0,0,3,1
1,3,7,-7.021265615,0,0,0,0,4,1
1,3,8,4.292862667,294.9650612,30.68386125,55,4,4,2
1,3,9,14.36771122,656.628428,57.8235788,543,41,5,2
1,3,10,23.04142015,799.3481243,72.85524113,745,46,5,1
1,3,11,29.58341699,866.5260793,81.5254089,786,92,7,2
1,3,12,33.22413425,895.1435306,85.63850318,759,128,5,1
1,3,13,33.39065621,896.3359856,85.81611564,769,133,4,1
1,3,14,30.05358504,870.5166241,82.08238418,489,193,8,4
1,3,15,23.74797742,807.8343407,73.8829707,20,217,10,9
1,3,16,15.23998822,675.2410664,59.5789128,0,113,10,9
1,3,17,5.259922224,346.8521866,34.05739311,0,38,10,9
1,3,18,-5.957103816,0,0,0,3,10,10
1,3,19,-17.72829713,0,0,0,0,10,10
1,3,20,-29.9362075,0,0,0,0,10,7
1,3,21,-42.38650266,0,0,0,0,10,4
1,3,22,-54.87061176,0,0,0,0,10,5
1,3,23,-66.9879047,0,0,0,0,9,4
1,3,24,-77.12073518,0,0,0,0,7,3
1,4,1,-77.7962898,0,0,0,0,9,6
1,4,2,-68.11334136,0,0,0,0,10,10
1,4,3,-56.07491051,0,0,0,0,10,9
1,4,4,-43.59965657,0,0,0,0,10,10
1,4,5,-31.13147684,0,0,0,0,10,10
1,4,6,-18.88584543,0,0,0,0,10,10
1,4,7,-7.054720268,0,0,0,0,10,10
1,4,8,4.274152515,293.9139346,30.61621277,0,8,10,9
1,4,9,14.36741176,656.6187111,57.82269099,0,59,10,6
1,4,10,23.06536674,799.6377421,72.89013122,16,133,10,7
1,4,11,29.63674696,866.9793779,81.58860244,1,118,10,8
1,4,12,33.30907289,895.7487043,85.72880272,60,305,9,4
1,4,13,33.5036796,897.135771,85.93576082,409,233,6,2
1,4,14,30.18610412,871.6203515,82.23754253,411,245,8,2
1,4,15,23.89069803,809.5027512,74.08726892,69,218,9,4
1,4,16,15.38606778,678.2349241,59.86622848,47,173,10,5
1,4,17,5.403633615,354.1617369,34.53987448,10,85,10,7
1,4,18,-5.81249809,0,0,0,5,10,8
1,4,19,-17.58601896,0,0,0,0,10,9
1,4,20,-29.79598269,0,0,0,0,10,6
1,4,21,-42.24734774,0,0,0,0,10,7
1,4,22,-54.73051715,0,0,0,0,9,5
1,4,23,-66.84327021,0,0,0,0,10,3
1,4,24,-76.9760654,0,0,0,0,10,4
1,5,1,-77.75105976,0,0,0,0,10,5
1,5,2,-68.14085191,0,0,0,0,10,5
1,5,3,-56.12096158,0,0,0,0,10,7
1,5,4,-43.64892236,0,0,0,0,10,7
1,5,5,-31.17761394,0,0,0,0,10,8
1,5,6,-18.9248234,0,0,0,0,10,10
1,5,7,-7.082943546,0,0,0,0,10,10
1,5,8,4.26097795,293.169591,30.56819472,0,3,10,10
1,5,9,14.37328971,656.7390823,57.83392247,0,18,10,10
1,5,10,23.09605076,800.0017291,72.93420216,0,32,10,10
1,5,11,29.69728097,867.4847589,81.65948531,0,71,10,10
1,5,12,33.40141008,896.3957016,85.82593078,0,76,10,10
1,5,13,33.62384728,897.9731909,86.06173838,0,189,10,10
1,5,14,30.3250675,872.7618343,82.39881093,0,200,10,10
1,5,15,24.03892379,811.2134693,74.29772588,0,143,10,10
1,5,16,15.53670076,681.2812557,60.16008335,0,79,10,10
1,5,17,5.551105625,361.5524426,35.02982877,0,23,10,10
1,5,18,-5.664855228,0,0,0,5,10,10
1,5,19,-17.44122833,0,0,0,0,10,10
1,5,20,-29.65360446,0,0,0,0,10,10
1,5,21,-42.10619987,0,0,0,0,10,10
1,5,22,-54.5882847,0,0,0,0,10,9
1,5,23,-66.69571097,0,0,0,0,10,9
1,5,24,-76.82580244,0,0,0,0,10,10
1,6,1,-77.69697072,0,0,0,0,10,9
1,6,2,-68.16208469,0,0,0,0,10,10
1,6,3,-56.16190142,0,0,0,0,9,8
1,6,4,-43.69342371,0,0,0,0,5,5
1,6,5,-31.21898176,0,0,0,0,7,7
1,6,6,-18.95883557,0,0,0,0,7,6
1,6,7,-7.105874358,0,0,0,0,3,3
1,6,8,4.253379379,292.7353796,30.54000827,7,8,1,1
1,6,9,14.38536918,656.9898776,57.8573122,31,64,10,10
1,6,10,23.13347631,800.4396795,72.98742775,1,128,10,10
1,6,11,29.76500302,868.0415152,81.73798915,356,242,1,1
1,6,12,33.5011101,897.0835777,85.92978287,683,169,0,0
1,6,13,33.75110303,898.8470079,86.19390675,693,181,0,0
1,6,14,30.47039804,873.9393725,82.56600359,670,193,1,1
1,6,15,24.19256,812.963908,74.51409323,587,195,3,3
1,6,16,15.69178152,684.3753105,60.46011692,561,155,3,3
1,6,17,5.702230392,369.0113372,35.52659288,255,82,0,0
1,6,18,-5.514287189,0,0,44,5,0,0
1,6,19,-17.29403405,0,0,0,0,0,0
1,6,20,-29.50917587,0,0,0,0,0,0
1,6,21,-41.96315439,0,0,0,0,0,0
1,6,22,-54.44400088,0,0,0,0,0,0
1,6,23,-66.54531002,0,0,0,0,0,0
1,6,24,-76.670079,0,0,0,0,0,0
1,7,1,-77.6339755,0,0,0,0,0,0
1,7,2,-68.17687836,0,0,0,0,2,0
1,7,3,-56.19759254,0,0,0,0,2,0
1,7,4,-43.73304578,0,0,0,0,8,4
1,7,5,-31.2554843,0,0,0,0,9,7
1,7,6,-18.98780337,0,0,0,0,7,2
1,7,7,-7.123451597,0,0,0,0,6,2
1,7,8,4.251397328,292.6141909,30.5318312,1,7,7,1
1,7,9,14.40367305,657.3711992,57.8928856,55,65,8,2
1,7,10,23.17764555,800.951066,73.04977183,515,87,4,1
1,7,11,29.8398944,868.6488559,81.82403692,529,147,7,1
1,7,12,33.60813363,897.8113203,86.04024625,638,187,8,2
1,7,13,33.88538604,899.7559249,86.33211626,464,257,9,2
1,7,14,30.62201317,875.1512105,82.73892658,457,264,10,2
1,7,15,24.35150615,814.7514313,74.73611451,452,188,8,1
1,7,16,15.85119876,687.5123257,60.76596159,386,149,9,3
1,7,17,5.856894446,376.5255841,36.02950215,27,77,10,4
1,7,18,-5.360910378,0,0,0,9,10,5
1,7,19,-17.14454857,0,0,0,0,10,4
1,7,20,-29.36280283,0,0,0,0,10,4
1,7,21,-41.81830851,0,0,0,0,10,3
1,7,22,-54.29775295,0,0,0,0,7,2
1,7,23,-66.39214971,0,0,0,0,3,0
1,7,24,-76.50902576,0,0,0,0,2,0
1,8,1,-77.56204145,0,0,0,0,0,0
1,8,2,-68.18507263,0,0,0,0,0,0
1,8,3,-56.22789634,0,0,0,0,0,0
1,8,4,-43.76767273,0,0,0,0,0,0
1,8,5,-31.28702506,0,0,0,0,3,1
1,8,6,-19.01164823,0,0,0,0,4,1
1,8,7,-7.135614709,0,0,0,0,3,1
1,8,8,4.255072035,292.8084248,30.54381576,23,6,2,1
1,8,9,14.42822267,657.8829078,57.9406539,291,60,2,2
1,8,10,23.22855855,801.5352398,73.12118827,424,121,6,3
1,8,11,29.92193381,869.3059106,81.91754322,562,151,4,2
1,8,12,33.72243814,898.577856,86.15720061,665,174,3,1
1,8,13,34.02663156,900.698594,86.47621014,679,165,1,0
1,8,14,30.77982575,876.3955497,82.91737932,632,170,0,0
1,8,15,24.51565698,816.5733745,74.96352725,570,173,1,0
1,8,16,16.01483666,690.6875628,61.07724565,382,147,4,1
