0.0,0.0
0.0,0.0
0.0,0.0
897.0835777,683.0
898.8470079,693.0
369.0113372,255.0
0.0,44.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
876.3955497,632.0
0.0,0.0
0.0,0.0
0.0,0.0
293.3199442,33.0
658.5246121,373.0
802.1914299,576.0
870.0117312,745.0
899.3820557,772.0
901.6736244,775.0
877.6705608,782.0
818.4270628,735.0
693.896342,634.0
391.6701054,284.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
296.7676871,63.0
661.2217763,523.0
804.582515,758.0
872.4111972,861.0
902.0086075,867.0
904.7784872,906.0
881.6610961,927.0
824.1520518,887.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
298.5544327,113.0
662.3741517,618.0
805.5165608,821.0
873.3011352,910.0
902.951215,954.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
300.6579866,76.0
663.6504705,532.0
806.5168955,767.0
874.2340201,863.0
903.9251583,914.0
906.9834064,933.0
884.4408041,927.0
828.0793574,888.0
710.2871579,805.0
429.67118,620.0
0.0,153.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
315.8193767,31.0
671.8106344,559.0
812.4562319,779.0
879.4930795,858.0
909.2157831,869.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
319.7475009,75.0
673.7787924,612.0
813.8188515,828.0
880.6531868,916.0
